userId,courseId,score
3990,764,20.0
3990,1069,95.0
3997,773,18.666666666666668
4033,764,17.0
4070,764,17.0
4084,2937,19.666666666666668
4084,3009,86.0
4145,4083,67.83333333333333
4150,3078,19.0
4150,3637,70.66666666666667
4163,1071,90.0
4186,1058,70.0
4199,5918,70.5
4245,559,84.5
4294,1075,95.0
4329,8434,58.166666666666664
4340,764,15.0
4348,5328,18.0
4391,769,14.0
4397,2377,16.0
4480,773,18.0
4571,7006,73.0
4587,2763,20.0
4587,2764,20.0
4587,2765,20.0
4616,8997,44.785714285714285
4661,1646,16.0
4701,751,77.0
4701,821,25.25
4713,3881,15.0
4713,4627,51.5
4713,7439,97.0
4764,3062,90.0
4764,3682,46.5
4764,4010,99.5
4764,4842,4.0
4796,1069,95.0
4796,2913,87.0
4826,1729,95.0
4848,3072,19.5
4848,3074,14.0
4848,3636,71.0
4848,3821,17.6
4848,6148,91.0
4862,2198,17.333333333333332
4862,2199,19.5
4862,2200,20.0
4862,2634,90.0
4882,3037,86.5
4882,3062,90.33333333333333
4882,4083,63.375
4882,4138,64.4
4882,5411,50.7
4883,3560,73.0
4902,1497,90.0
4902,2092,16.0
4902,3866,99.0
4913,4896,70.0
4913,4933,81.0
4913,11375,84.0
4961,764,20.0
4964,5919,98.0
4965,2937,16.333333333333332
4965,3009,86.66666666666667
4979,9768,100.0
5023,7159,53.166666666666664
5026,1064,85.0
5028,2676,92.0
5033,751,78.33333333333333
5033,821,15.166666666666666
5046,1727,85.0
5046,1968,18.0
5053,6816,58.333333333333336
5060,764,14.0
5078,3038,78.0
5079,2706,84.0
5079,3845,17.0
5079,3846,14.0
5079,3847,71.0
5089,6148,38.5
5116,769,17.0
5117,4627,97.0
5121,1071,65.0
5131,2707,17.6
5131,2713,14.666666666666666
5131,2714,10.0
5137,2707,16.666666666666668
5137,2713,15.333333333333334
5137,2714,8.0
5161,543,46.0
5173,4011,16.0
5183,4627,55.25
5253,3038,90.0
5254,2706,90.0
5260,2377,16.0
5260,2378,11.0
5296,1727,80.0
5298,6148,96.5
5358,4627,63.166666666666664
5376,2937,20.0
5376,3009,94.5
5389,796,18.0
5423,601,85.0
5496,2198,17.0
5496,2199,20.0
5496,2200,20.0
5496,2634,90.0
5510,1522,95.0
5539,1760,85.0
5588,2937,20.0
5588,3009,93.0
5604,1760,80.0
5618,2198,19.2
5618,2199,19.0
5618,2200,20.0
5618,2634,84.0
5665,764,19.0
5709,4838,56.0
5720,1727,80.0
5769,548,70.0
5783,2198,18.571428571428573
5783,2199,14.0
5783,2200,18.5
5783,2634,78.0
5813,2062,19.2
5813,2594,90.0
5839,5914,51.5
5850,2377,12.0
5850,2378,10.0
5962,2198,20.0
5962,2199,18.5
5962,2200,20.0
5962,2634,90.0
6035,3062,92.0
6112,5914,66.0
6121,10192,59.333333333333336
6133,5528,31.666666666666668
6294,8433,57.333333333333336
6337,849,13.6
6355,3866,78.5
6368,2436,95.0
6410,1072,80.0
6410,1719,8.5
6410,2069,6.0
6410,2198,20.0
6410,2199,19.5
6410,2200,20.0
6410,2634,90.0
6419,2913,57.5
6419,6147,75.0
6475,751,71.6
6475,821,23.5
6475,1305,100.0
6497,2062,20.0
6497,2594,84.0
6522,2062,18.8
6522,2594,90.0
6601,543,84.0
6652,796,18.22222222222222
6652,4463,25.0
6652,4635,58.666666666666664
6652,6810,60.666666666666664
6691,884,13.2
6691,6790,58.0
6711,7795,99.5
6714,3037,87.0
6714,3062,94.0
6715,4138,59.833333333333336
6715,5292,19.0
6715,5433,90.0
6744,3560,55.0
6756,2198,20.0
6756,2199,20.0
6756,2200,20.0
6756,2634,90.0
6760,2198,20.0
6760,2199,19.0
6760,2200,18.0
6760,2634,87.0
6766,2062,20.0
6766,2594,90.0
6789,6148,71.5
6855,8434,59.6
6870,559,70.0
6876,3108,18.0
6876,3109,18.666666666666668
6876,3112,18.5
6876,3214,90.0
6919,1307,90.0
6923,2676,28.5
6923,5272,14.8
6923,5273,18.5
6923,5482,60.666666666666664
6935,751,74.5
6935,821,23.875
6945,764,19.0
6980,2198,16.8
6980,2199,19.0
6980,2200,20.0
6980,2634,90.0
6984,5412,85.0
6998,884,10.0
7043,2937,20.0
7043,3009,90.5
7050,7795,65.16666666666667
7103,3141,90.66666666666667
7111,3698,63.166666666666664
7117,3698,46.9
7144,543,40.0
7249,1167,85.0
7254,751,68.5
7254,821,23.875
7260,751,75.0
7260,821,25.0
7263,543,84.0
7299,2062,20.0
7299,2594,90.0
7314,829,18.8
7314,2913,83.0
7326,4010,65.5
7335,2062,20.0
7335,2594,90.0
7339,2062,18.4
7339,2594,90.0
7356,1760,95.0
7361,3141,55.0
7401,1167,100.0
7456,2706,60.0
7456,3845,17.5
7456,3846,10.8
7456,3847,59.5
7476,1167,100.0
7523,601,94.0
7523,1561,12.0
7523,3141,85.0
7550,3141,83.0
7556,1760,95.0
7576,3108,18.0
7576,3109,20.0
7576,3112,20.0
7576,3214,90.0
7629,3038,90.0
7629,6093,14.0
7629,6203,46.5
7629,8433,66.75
7629,8434,65.375
7632,777,17.0
7705,543,90.0
7720,4138,62.375
7788,754,20.0
7847,543,83.0
7888,2062,19.6
7888,2594,90.0
7896,2062,20.0
7896,2594,90.0
7903,3682,65.83333333333333
7907,3682,72.66666666666667
7907,3748,45.75
7914,2062,19.6
7914,2594,78.0
7921,2062,20.0
7921,2594,90.0
7965,4730,46.5
7965,4731,53.0
7978,857,20.0
8010,3108,18.0
8010,3109,17.333333333333332
8010,3112,18.5
8010,3214,90.0
8094,1167,95.0
8100,1167,85.0
8119,2378,14.0
8119,4083,66.125
8119,4138,61.9
8119,4174,69.0
8119,6093,14.0
8119,6203,55.59090909090909
8119,10203,62.535714285714285
8126,2062,20.0
8126,2594,90.0
8142,3504,89.0
8168,4896,61.5
8168,4933,62.5
8168,7092,57.166666666666664
8204,10246,52.5
8273,2706,72.0
8273,3845,10.5
8273,3846,9.6
8273,3847,80.5
8329,1260,19.0
8329,1261,16.0
8396,11028,49.0
8396,11765,86.0
8473,4627,41.333333333333336
8483,2937,20.0
8483,3009,94.0
8487,2062,20.0
8487,2594,90.0
8504,3560,70.5
8597,3682,56.625
8597,4627,40.0
8605,543,80.0
8607,2062,14.0
8607,2594,90.0
8626,5914,47.0
8682,543,82.0
8735,543,81.0
8768,1168,80.0
8804,2062,5.0
8820,3698,60.5
8836,751,79.5
8836,821,26.25
8880,6810,57.333333333333336
8908,2706,82.0
8935,2062,18.0
8956,764,20.0
8999,559,85.0
9004,1632,96.25
9011,1075,85.0
9011,1819,16.0
9037,2937,18.666666666666668
9037,3009,94.0
9047,2062,19.2
9047,2594,90.0
9048,2062,20.0
9048,2594,90.0
9125,2377,19.0
9125,2378,20.0
9149,2062,18.8
9201,10211,64.66666666666667
9218,2377,17.0
9292,3141,85.5
9304,2378,16.0
9304,3072,16.0
9312,1495,95.0
9316,1167,80.0
9318,1167,95.0
9359,4224,98.0
9395,2062,12.0
9460,2062,19.6
9460,2594,90.0
9486,2062,20.0
9489,2062,20.0
9489,2594,60.0
9510,2062,20.0
9510,2594,87.0
9519,8428,41.5
9557,2062,18.4
9557,2594,90.0
9655,548,85.0
9703,6200,51.833333333333336
9703,9160,58.666666666666664
9872,772,75.0
9963,3504,87.5
9963,11356,50.5
9969,3037,82.0
9969,4355,30.833333333333332
9969,5012,16.0
9980,548,70.0
10075,543,89.0
10097,849,17.142857142857142
10097,1109,80.0
10107,2913,72.0
10111,8997,43.5
10156,3748,67.5
10220,772,95.0
10304,815,19.5
10307,815,18.0
10309,815,16.8
10310,815,17.5
10312,815,17.5
10323,815,15.0
10388,3141,95.0
10407,3141,94.0
10409,554,84.0
10409,4187,73.0
10411,3141,92.0
10414,3141,89.0
10415,3141,94.5
10417,3141,89.0
10419,3141,94.0
10421,3141,95.0
10423,3141,86.0
10427,3141,95.0
10428,3141,58.0
10429,3141,68.66666666666667
10431,3141,99.0
10432,3141,91.0
10433,3141,84.0
10435,3141,76.0
10436,3141,88.0
10437,3141,88.0
10438,3141,91.0
10440,3141,86.66666666666667
10442,3141,91.0
10443,3141,91.5
10450,5433,100.0
10517,4355,46.5
10530,3038,72.0
10679,5401,52.75
10692,4138,63.5
10811,3698,63.5
10860,5401,98.0
10860,5472,68.5
11033,10154,61.0
11057,2676,51.333333333333336
11057,5464,96.0
11057,5614,95.5
11057,5625,97.5
11115,543,86.0
11130,6813,63.0
11168,9183,43.166666666666664
11216,3038,95.0
11221,6200,49.666666666666664
11236,8310,54.5
11236,9843,51.333333333333336
11287,4730,79.5
11287,4731,79.5
11320,1595,75.0
11320,1944,14.0
11356,818,18.5
11356,2200,16.0
11356,2634,66.0
11376,5544,67.0
11376,5614,74.0
11376,5625,78.0
11376,8744,53.333333333333336
11376,8745,50.0
11401,2913,84.5
11401,3698,62.666666666666664
11453,2626,81.33333333333333
11453,5859,97.0
11453,8361,65.5
11556,2377,18.0
11578,6818,48.583333333333336
11669,821,8.5
11696,5472,53.666666666666664
11696,8344,59.5
11707,548,91.0
11731,548,91.0
11757,5076,72.16666666666667
11757,10555,60.0
11781,6813,64.25
11781,10154,60.166666666666664
11783,6202,35.333333333333336
11793,9852,90.0
11829,3682,62.75
11854,3748,65.75
11861,3037,82.33333333333333
11861,3062,87.66666666666667
11861,5943,63.0
11917,8310,63.666666666666664
11985,6810,61.333333333333336
12111,5436,53.0
12152,7571,90.0
12152,10061,61.166666666666664
12208,4730,76.5
12208,4731,73.0
12244,3504,61.75
12288,4083,69.5
12314,4627,43.5
12386,4911,50.333333333333336
12386,10211,59.666666666666664
12412,5472,34.333333333333336
12464,2913,80.16666666666667
12464,6790,55.25
12547,4355,50.375
12547,5012,7.0
12554,9667,50.5
12569,559,72.0
12569,3074,12.0
12569,3636,95.0
12599,8265,50.1
12599,8310,43.6
12614,4083,55.0
12659,284,18.0
12659,446,83.0
12662,8715,53.5
12668,6819,29.125
12690,3037,88.0
12714,4838,74.0
12714,4896,63.0
12714,4933,69.5
12785,9194,62.5
12792,7801,61.6
12792,10160,50.7
12853,812,49.75
12853,904,15.333333333333334
12853,2838,14.0
12853,3059,94.0
12865,6203,74.5
12967,1065,75.0
12967,1277,18.0
12967,4084,64.5
12967,6148,52.0
12967,9183,48.25
12967,12499,54.333333333333336
13000,4224,98.0
13084,5412,61.0
13084,5471,55.333333333333336
13099,6810,96.0
13102,2913,94.0
13110,7439,91.0
13126,6815,56.666666666666664
13126,8428,53.0
13150,4174,68.0
13170,10211,50.666666666666664
13202,559,80.0
13208,4174,76.5
13214,7092,1.0
13222,2676,59.666666666666664
13225,2676,46.0
13246,2676,100.0
13246,3698,13.0
13254,5473,55.2
13262,10180,63.0
13267,5433,100.0
13268,10180,54.8
13269,10132,56.166666666666664
13310,2676,65.33333333333333
13319,4896,74.0
13319,5625,82.0
13319,11059,93.5
13335,3863,99.0
13348,4433,54.8
13348,5859,100.0
13351,3072,17.5
13355,4627,49.7
13365,2676,57.25
13365,5076,54.333333333333336
13365,5292,16.5
13365,5431,92.0
13423,4355,48.1
13470,753,20.0
13481,3873,75.0
13481,6615,18.0
13495,10132,45.75
13496,5076,32.0
13509,4174,69.5
13602,10305,58.5
13626,2913,82.6
13626,10872,88.5
13626,10874,98.0
13646,3682,97.5
13646,10874,93.0
13647,8310,46.0
13729,2913,27.666666666666668
13780,3062,90.5
13780,7801,43.0
13816,2913,80.66666666666667
13857,797,17.333333333333332
13883,4838,100.0
13883,4896,60.5
13883,4933,83.0
13894,11264,49.5
13895,6816,61.666666666666664
13897,6203,92.0
13897,6815,94.0
13898,7633,85.0
13898,7634,97.5
13933,2396,95.0
13950,4083,65.66666666666667
13950,4084,63.5
13972,9170,96.5
13972,9183,86.0
13978,3037,84.5
13979,8428,71.5
13979,8433,83.0
14005,5859,100.0
14076,6203,99.5
14076,10489,90.0
14086,2676,97.5
14094,4611,54.5
14096,7134,95.5
14102,3038,66.0
14118,5528,88.0
14265,2776,17.2
14265,2838,20.0
14265,3059,98.0
14267,2776,12.0
14267,2838,12.5
14267,3059,87.0
14372,2378,16.0
14428,6809,77.75
14428,7722,90.0
14428,7723,88.5
14428,7724,90.0
14489,599,72.5
14489,1068,75.0
14489,2913,90.0
14615,5472,57.0
14642,4084,80.25
14647,4896,67.0
14647,4933,76.0
14736,3504,65.15
14736,9183,54.666666666666664
14866,4838,58.0
14873,751,75.0
14873,821,24.625
14892,1066,100.0
14892,1274,20.0
14892,1275,19.2
14904,2626,76.5
14904,2676,56.5
14999,548,65.0
15009,601,66.0
15066,2738,20.0
15066,2741,14.5
15066,2742,19.6
15066,3063,100.0
15144,447,68.0
15231,5412,92.5
15269,751,79.66666666666667
15269,821,23.375
15276,827,8.4
15403,425,69.33333333333333
15406,445,79.0
15407,800,20.0
15422,425,59.0
15485,11703,59.125
15512,445,72.0
15512,543,88.5
15518,7633,22.5
15518,7634,95.0
15518,7635,95.0
15528,425,85.0
15528,4896,88.5
15528,4933,78.5
15577,800,19.333333333333332
15621,3748,50.0
15624,776,17.5
15631,776,17.0
15813,543,52.0
15814,543,80.0
15815,543,62.0
15816,543,85.0
15817,543,70.0
15818,543,90.0
15819,543,76.5
15820,543,71.0
15821,543,80.0
15821,554,100.0
15821,2676,95.0
15821,4267,16.5
15821,4611,1.5
15821,5078,4.0
15821,5401,1.0
15821,5411,1.0
15821,5918,1.5
15821,10192,4.0
15822,543,87.0
15823,543,82.0
15824,543,73.0
15825,543,89.0
15828,796,17.5
15850,6202,72.0
15850,6229,97.0
15868,830,17.0
15891,2641,16.0
15891,2642,16.0
15891,2863,90.0
15903,796,19.0
15954,800,20.0
15987,821,10.0
15988,751,71.0
15988,821,24.625
16003,821,12.571428571428571
16014,751,76.0
16014,821,21.625
16016,3698,47.5
16016,8433,56.2
16032,800,19.333333333333332
16032,1076,90.0
16041,4083,50.833333333333336
16066,5528,61.714285714285715
16091,6148,99.5
16096,800,16.666666666666668
16115,751,73.71428571428571
16115,821,11.333333333333334
16119,751,58.5
16119,821,9.8
16123,800,20.0
16168,800,20.0
16168,1076,100.0
16179,796,18.5
16181,800,19.333333333333332
16183,796,16.8
16185,4731,84.5
16185,10180,42.666666666666664
16193,2646,18.0
16193,2647,17.5
16193,2864,84.0
16202,830,15.0
16223,2676,90.0
16231,2676,66.0
16235,796,15.0
16254,796,19.0
16257,853,12.4
16257,1055,75.0
16260,853,12.0
16261,853,17.2
16261,1055,80.0
16268,1727,85.0
16270,796,19.0
16271,751,69.5
16271,821,23.0
16274,4138,72.25
16274,5436,60.333333333333336
16274,6814,55.75
16297,543,61.5
16312,2198,17.333333333333332
16312,2199,20.0
16312,2200,20.0
16312,2634,90.0
16313,2198,20.0
16313,2199,19.0
16313,2200,20.0
16313,2634,90.0
16332,800,19.333333333333332
16340,751,75.0
16340,821,22.625
16362,2438,75.0
16362,2996,89.0
16370,849,10.8
16376,751,56.5
16376,821,21.25
16376,1305,95.0
16377,796,18.5
16393,796,19.0
16399,849,13.0
16405,543,82.0
16406,543,69.0
16424,2198,14.0
16424,2199,20.0
16424,2200,20.0
16424,2634,90.0
16430,796,20.0
16431,796,18.0
16432,796,20.0
16444,796,19.0
16448,875,18.0
16448,876,10.0
16448,877,8.0
16463,5654,19.5
16463,5655,17.0
16463,5656,20.0
16463,5660,20.0
16463,5788,20.0
16468,2676,83.33333333333333
16470,2676,94.0
16471,2676,89.0
16482,818,2.0
16482,2676,76.0
16483,3388,81.5
16489,753,2.0
16489,2676,100.0
16508,601,86.0
16510,776,45.0
16519,5528,70.0
16532,875,17.666666666666668
16532,876,8.0
16532,877,8.0
16532,1525,85.0
16532,1687,17.0
16532,1688,14.0
16532,1794,16.666666666666668
16538,776,17.0
16538,1058,100.0
16544,1075,95.0
16548,751,75.0
16548,821,14.833333333333334
16548,1305,85.0
16563,751,75.0
16563,821,24.375
16592,849,14.0
16592,1109,60.0
16592,1238,18.0
16608,849,11.333333333333334
16623,875,18.666666666666668
16623,876,10.0
16623,877,10.0
16623,1525,92.5
16623,1687,17.0
16623,1688,20.0
16624,875,19.666666666666668
16624,876,10.0
16624,877,10.0
16624,1525,90.0
16624,1687,12.0
16624,1688,16.0
16625,875,16.0
16625,876,6.0
16625,877,10.0
16625,1525,85.0
16625,1687,20.0
16626,796,20.0
16630,849,9.0
16639,4187,67.5
16640,875,19.666666666666668
16640,876,10.0
16640,877,10.0
16640,1688,18.0
16643,875,17.333333333333332
16643,876,10.0
16643,877,8.0
16645,875,18.0
16645,876,10.0
16645,877,10.0
16647,796,20.0
16654,875,19.0
16654,876,10.0
16654,877,10.0
16654,1525,97.5
16654,1687,18.0
16658,1274,18.0
16658,1275,16.0
16658,6148,54.5
16662,875,19.333333333333332
16662,876,10.0
16662,877,10.0
16686,875,18.0
16686,876,10.0
16686,877,10.0
16686,1525,95.0
16686,1687,18.0
16686,1794,20.0
16716,875,20.0
16716,876,10.0
16716,877,10.0
16716,1687,16.5
16716,1688,14.0
16727,1274,18.0
16763,875,18.666666666666668
16763,876,10.0
16763,877,8.0
16763,1525,100.0
16777,875,17.333333333333332
16777,876,8.0
16777,877,10.0
16777,1525,82.5
16814,559,65.0
16814,776,17.5
16814,1058,90.0
16826,2276,17.0
16827,2276,16.5
16829,2276,19.75
16829,2595,78.0
16833,548,87.0
16847,856,19.6
16847,2160,17.333333333333332
16847,2161,8.0
16847,2162,6.0
16851,849,12.4
16873,800,20.0
16876,2276,15.666666666666666
16876,2595,43.5
16888,751,69.0
16888,821,12.0
16900,5401,61.333333333333336
16939,453,16.0
16940,453,18.0
16941,4084,69.75
16941,4627,47.75
16941,4911,51.0
16941,5922,72.5
16941,6200,50.333333333333336
16941,6202,42.166666666666664
16941,6813,67.0
16941,6816,91.0
16941,6818,38.0
16944,453,16.0
16946,453,16.0
16969,453,6.0
16970,453,10.0
16972,453,16.0
16973,453,18.0
16974,453,16.0
16977,453,10.0
16979,453,10.0
16983,453,18.0
16984,453,6.0
16988,453,6.0
16994,453,18.0
17028,453,16.0
17030,453,18.0
17031,453,8.0
17032,453,18.0
17033,453,18.0
17034,453,18.0
17035,453,2.0
17038,453,16.0
17039,453,18.0
17040,453,18.0
17044,453,10.0
17045,453,14.0
17047,453,16.0
17048,453,18.0
17049,453,18.0
17050,453,18.0
17052,453,14.0
17054,453,6.0
17057,453,14.0
17058,453,8.0
17059,453,18.0
17060,453,18.0
17061,453,18.0
17062,453,18.0
17063,453,18.0
17064,548,76.0
17064,1058,80.0
17065,559,79.5
17065,776,18.4
17065,1058,100.0
17066,548,61.0
17066,1058,90.0
17067,559,65.0
17067,776,20.0
17083,453,18.0
17084,453,18.0
17091,453,18.0
17092,453,10.0
17098,2676,72.0
17123,8254,44.9
17148,751,67.5
17148,821,24.0
17150,821,22.25
17159,821,24.125
17171,1274,10.0
17197,796,18.0
17263,1064,80.0
17266,2913,80.33333333333333
17266,5473,50.375
17270,2646,18.0
17270,2647,16.0
17270,2864,78.0
17278,601,80.0
17303,796,16.0
17351,800,19.333333333333332
17358,543,57.0
17407,8433,80.5
17416,2738,19.0
17416,2741,18.5
17416,2742,18.8
17416,3063,100.0
17457,446,66.0
17466,751,72.0
17466,821,21.125
17471,2377,16.0
17471,2378,12.0
17486,796,15.5
17513,761,18.0
17516,853,15.0
17531,1066,30.0
17531,1274,15.333333333333334
17578,3037,93.5
17578,3038,95.0
17579,6148,89.0
17579,6200,50.7
17611,803,18.0
17613,1168,100.0
17628,1299,70.0
17630,425,70.0
17663,800,14.0
17663,1076,100.0
17665,822,14.333333333333334
17683,1727,85.0
17764,2676,90.0
17786,796,20.0
17829,2676,41.4
17865,3038,83.5
17866,2676,90.0
17943,2676,98.5
17956,5528,94.0
17993,5528,52.333333333333336
18022,800,20.0
18049,1727,95.0
18056,800,16.666666666666668
18093,800,20.0
18094,800,20.0
18095,1727,90.0
18127,599,72.5
18127,1081,100.0
18127,9537,14.0
18178,543,88.0
18254,3037,88.66666666666667
18254,3062,90.0
18254,5411,77.5
18255,3504,100.0
18255,5919,36.75
18255,6813,77.0
18255,8433,91.0
18255,9855,82.0
18307,2913,92.5
18307,3037,81.0
18307,3504,93.0
18307,4433,50.0
18307,5412,90.0
18310,2676,48.0
18310,4731,100.0
18310,9160,80.0
18331,5625,79.5
18365,4627,56.0
18389,8361,55.5
18393,3037,76.0
18393,3062,88.0
18443,5544,64.0
18443,5625,61.5
18443,8742,81.5
18471,3560,74.5
18474,10154,54.4
18536,2676,100.0
18616,3682,57.6
18666,2913,68.0
18680,822,15.222222222222221
18726,4627,46.375
18756,5859,100.0
18786,2676,95.0
18794,5922,84.0
18817,904,14.0
18827,3388,59.375
18869,1645,14.8
18869,1646,17.0
18869,1647,14.5
18875,3388,83.5
18875,4902,30.0
18898,824,18.8
18919,7794,93.5
18988,2377,19.5
18988,2378,19.0
19032,3682,61.333333333333336
19032,3698,52.833333333333336
19032,3748,51.23333333333333
19047,3037,91.5
19047,3062,94.0
19047,4083,67.75
19047,4174,72.0
19062,3038,84.0
19062,6703,39.875
19149,3682,64.5
19149,9667,75.0
19152,1727,95.0
19154,9537,82.8125
19215,4433,51.333333333333336
19263,5919,66.5
19267,425,84.0
19267,559,84.5
19267,1300,85.0
19282,2438,87.0
19282,2613,17.0
19282,2614,20.0
19282,2996,92.0
19282,3141,95.0
19370,543,81.5
19370,829,19.6
19370,1077,87.5
19371,543,85.0
19371,829,16.0
19371,1077,100.0
19427,849,10.8
19429,9855,55.0
19433,757,20.0
19453,543,89.0
19454,543,73.0
19458,5472,54.666666666666664
19465,1062,100.0
19526,3682,61.25
19526,9667,44.5
19537,5288,19.0
19537,5289,19.6
19537,5290,20.0
19596,751,79.2
19596,821,24.5
19617,800,18.0
19637,543,86.0
19645,2198,19.6
19645,2199,19.5
19645,2200,18.571428571428573
19645,2634,90.0
19647,2198,16.285714285714285
19647,2199,16.0
19647,2200,17.0
19647,2634,84.0
19651,2198,13.0
19651,2199,20.0
19651,2200,20.0
19651,2634,90.0
19653,2198,20.0
19653,2199,20.0
19653,2200,20.0
19653,2634,90.0
19671,6148,100.0
19674,751,74.0
19674,821,25.0
19681,821,13.714285714285714
19698,4010,59.5
19698,4235,79.5
19698,4241,17.5
19698,4355,45.5
19698,4933,55.0
19706,4627,26.5
19726,2198,18.8
19726,2199,17.5
19726,2200,20.0
19726,2634,88.0
19727,751,72.0
19727,821,25.5
19755,2198,19.6
19755,2199,19.5
19755,2200,17.0
19755,2634,90.0
19758,3062,71.5
19821,761,6.0
19838,548,90.0
19845,3698,73.25
19845,4896,67.5
19845,4933,79.0
19951,751,67.5
19986,800,14.0
19994,3748,69.0
19994,6810,80.0
20010,3037,18.0
20010,5076,61.5
20013,548,89.0
20013,829,19.6
20014,829,19.2
20015,829,19.2
20015,1077,65.0
20016,548,90.0
20016,1077,95.0
20017,829,19.6
20018,829,18.8
20018,1077,100.0
20019,1077,100.0
20020,548,90.0
20021,548,90.0
20021,829,19.2
20021,1077,95.0
20059,6813,63.333333333333336
20076,9803,43.0
20091,2198,19.6
20091,2199,19.5
20091,2200,20.0
20091,2634,78.0
20102,2913,78.66666666666667
20102,7092,98.5
20159,11076,53.75
20159,11077,90.5
20159,11078,85.0
20233,2646,10.0
20233,2647,19.0
20233,2864,84.0
20235,3682,61.833333333333336
20235,6148,83.0
20239,5433,99.0
20249,2913,93.5
20249,6809,57.166666666666664
20277,4084,63.5
20277,10247,57.7
20304,1562,90.0
20309,10423,93.0
20309,10424,83.5
20323,773,10.0
20343,4083,62.25
20343,9852,81.0
20563,3504,65.33333333333333
20563,4896,82.0
20563,4933,80.0
20583,6203,83.0
20610,800,14.666666666666666
20613,4838,58.5
20613,4896,36.5
20628,751,60.0
20628,821,27.142857142857142
20642,5614,66.5
20642,5922,87.0
20678,559,72.0
20693,4138,67.83333333333333
20695,559,82.0
20698,821,25.875
20701,559,80.0
20778,4838,92.0
20778,4896,68.0
20778,4933,68.5
20779,4730,69.0
20832,1490,85.0
20841,548,91.0
20848,3038,72.0
20853,757,18.0
20887,8715,51.0
20905,3682,75.25
20909,800,20.0
20917,2676,61.875
20917,6148,54.3
20918,3038,72.0
20945,2377,17.5
